"","Name","NameK","SGG","X16_result","X17_result"
"75","Gyeongbuk Bonghwa-gun","경상북도 봉화군",47920,0.58664636173221,0.622009149588008
"76","Gyeongbuk Sangju-si","경상북도 상주시",47250,0.526046694808244,0.529448814401496
"77","Gyeongbuk Seongju-gun","경상북도 성주군",47840,0.511609431848131,0.52254774031705
"78","Gyeongbuk Andong-si","경상북도 안동시",47170,0.466211485703452,0.490391202055467
"79","Gyeongbuk Yeongdeok-gun","경상북도 영덕군",47770,0.542266822770641,0.572519202492182
"80","Gyeongbuk Yeongyang-gun","경상북도 영양군",47760,0.524181651932259,0.574185052570508
"81","Gyeongbuk Yeongju-si","경상북도 영주시",47210,0.551744866909901,0.588430463529923
"82","Gyeongbuk Yeongcheon-si","경상북도 영천시",47230,0.511969140730734,0.536554180507874
"83","Gyeongbuk Yecheon-gun","경상북도 예천군",47900,0.538787505965013,0.57257942747145
"84","Gyeongbuk Ulleung-gun","경상북도 울릉군",47940,0.464933822018596,0.484808449819274
"85","Gyeongbuk Uljin-gun","경상북도 울진군",47930,0.561335352537092,0.563407845307289
"86","Gyeongbuk Uiseong-gun","경상북도 의성군",47730,0.505173741055204,0.565952916228976
"87","Gyeongbuk Cheongdo-gun","경상북도 청도군",47820,0.554909991385072,0.582891647640487
"88","Gyeongbuk Cheongsong-gun","경상북도 청송군",47750,0.474204589704607,0.511249258755535
"89","Gyeongbuk Chilgok-gun","경상북도 칠곡군",47850,0.501768502126044,0.510713776232722
"90","Gyeongbuk Pohang-si","경상북도 포항시",47110,0.633456271386829,0.627728298601705
"91","Gwangju","광주광역시",29000,0.524284520215323,0.538622654568152
"92","Daegu","대구광역시",27000,0.489652798406264,0.490539157472519
"93","Daejeon","대전광역시",30000,0.564296112118005,0.547647793147602
"94","Busan","부산광역시",26000,0.555295795127097,0.581558388622885
"95","Seoul","서울특별시",11000,0.664321102620403,0.654462816514382
"96","Sejong","세종특별자치시",36000,0.51844202245265,0.529793217734955
"97","Ulsan","울산광역시",31000,0.569172749452826,0.573728312344497
"98","Incheon","인천광역시",28000,0.582677485737987,0.555240211294147
"99","Jeonnam Gangjin-gun","전라남도 강진군",46810,0.603632131060119,0.632745120420427
"100","Jeonnam Goheung-gun","전라남도 고흥군",46770,0.665302194520555,0.694402633430336
"101","Jeonnam Gokseong-gun","전라남도 곡성군",46720,0.55942063840907,0.589792312564488
"102","Jeonnam Gwangyang-si","전라남도 광양시",46230,0.599245294953427,0.622723214158278
"103","Jeonnam Gurye-gun","전라남도 구례군",46730,0.557297638132008,0.579251366526145
"104","Jeonnam Naju-si","전라남도 나주시",46170,0.565444777947552,0.582896057328383
"105","Jeonnam Damyang-gun","전라남도 담양군",46710,0.586396520208436,0.613681778509102
"106","Jeonnam Mokpo-si","전라남도 목포시",46110,0.364699294462122,0.368021543523295
"107","Jeonnam Muan-gun","전라남도 무안군",46840,0.487960490879933,0.504510632764324
"108","Jeonnam Boseong-gun","전라남도 보성군",46780,0.605712790698592,0.62405073610537
"109","Jeonnam Suncheon-si","전라남도 순천시",46150,0.591049819947551,0.60597575933653
"110","Jeonnam Sinan-gun","전라남도 신안군",46910,0.434778666840208,0.458005624196383
"111","Jeonnam Yeosu-si","전라남도 여수시",46130,0.576890658429596,0.606390262324019
"112","Jeonnam Yeonggwang-gun","전라남도 영광군",46870,0.551707940374527,0.585075449108056
"113","Jeonnam Yeongam-gun","전라남도 영암군",46830,0.497673458100179,0.519895927378927
"114","Jeonnam Wando-gun","전라남도 완도군",46890,0.627100920171491,0.662273996378404
"115","Jeonnam Jangseong-gun","전라남도 장성군",46880,0.540651710921664,0.561935268463514
"116","Jeonnam Jangheung-gun","전라남도 장흥군",46800,0.586320376293956,0.609437998580112
"117","Jeonnam Jindo-gun","전라남도 진도군",46900,0.561052403231102,0.573017885164799
"118","Jeonnam Hampyeong-gun","전라남도 함평군",46860,0.51319149600885,0.53724105742052
"119","Jeonnam Haenam-gun","전라남도 해남군",46820,0.568997080193285,0.603749478627417
"120","Jeonnam Hwasun-gun","전라남도 화순군",46790,0.578627604338896,0.610619470561416
"121","Jeonbuk Gochang-gun","전라북도 고창군",45790,0.530177245948472,0.565992980924214
"122","Jeonbuk Gunsan-si","전라북도 군산시",45130,0.571803646884857,0.569766421622181
"123","Jeonbuk Gimje-si","전라북도 김제시",45210,0.557166557840284,0.596648249576425
"124","Jeonbuk Namwon-si","전라북도 남원시",45190,0.548722577205221,0.562182780721599
"125","Jeonbuk Muju-gun","전라북도 무주군",45730,0.535567794671027,0.574707869202585
"126","Jeonbuk Buan-gun","전라북도 부안군",45800,0.514972336600427,0.542132342072324
"127","Jeonbuk Sunchang-gun","전라북도 순창군",45770,0.532956471732249,0.551857954484849
"128","Jeonbuk Wanju-gun","전라북도 완주군",45710,0.511988343325527,0.532235249211066
"129","Jeonbuk Iksan-si","전라북도 익산시",45140,0.560520708311542,0.560485962637821
"130","Jeonbuk Imsil-gun","전라북도 임실군",45750,0.555770738357364,0.567590010192754
"131","Jeonbuk Jangsu-gun","전라북도 장수군",45740,0.536232198578506,0.549593467141119
"132","Jeonbuk Jeonju-si","전라북도 전주시",45110,0.485738622229573,0.496552885036595
"133","Jeonbuk Jeongeup-si","전라북도 정읍시",45180,0.504977750639581,0.516278801177406
"134","Jeonbuk Jinan-gun","전라북도 진안군",45720,0.506551758046188,0.536164347957272
"135","Jeju","제주특별자치도",50000,0.608543264350531,0.616958630589265
"136","Chungnam Gyeryong-si","충청남도 계룡시",44250,0.544981482865367,0.545536128737332
"137","Chungnam Gongju-si","충청남도 공주시",44150,0.586237519623076,0.573681604608901
"138","Chungnam Geumsan-gun","충청남도 금산군",44710,0.544023718798494,0.569425225477303
"139","Chungnam Nonsan-si","충청남도 논산시",44230,0.594424412789531,0.586055495367931
"140","Chungnam Dangjin-si","충청남도 당진시",44270,0.511328727602471,0.53295709566311
"141","Chungnam Boryeong-si","충청남도 보령시",44180,0.579428468550901,0.591144258623024
"142","Chungnam Buyeo-gun","충청남도 부여군",44760,0.62641775727617,0.598293818649519
"143","Chungnam Seosan-si","충청남도 서산시",44210,0.546275164670801,0.561002787691495
"144","Chungnam Seocheon-gun","충청남도 서천군",44770,0.592749432902128,0.614437198004736
"145","Chungnam Asan-si","충청남도 아산시",44200,0.551097056131027,0.560469978968993
"146","Chungnam Yesan-gun","충청남도 예산군",44810,0.549309297017735,0.581025643953199
"147","Chungnam Cheonan-si","충청남도 천안시",44130,0.494041672712326,0.49866201610758
"148","Chungnam Cheongyang-gun","충청남도 청양군",44790,0.608309168531679,0.58830437460099
"149","Chungnam Taean-gun","충청남도 태안군",44825,0.524481275509492,0.542075309418401
"150","Chungnam Hongseong-gun","충청남도 홍성군",44800,0.543920043162212,0.563769700059766
"151","Chungbuk Goesan-gun","충청북도 괴산군",43760,0.47086183507581,0.469334899661311
"152","Chungbuk Danyang-gun","충청북도 단양군",43800,0.538664404444719,0.558253632140408
"153","Chungbuk Boeun-gun","충청북도 보은군",43720,0.606897707534239,0.630294298809516
"154","Chungbuk Yeongdong-gun","충청북도 영동군",43740,0.454193112149682,0.470579895435839
"155","Chungbuk Okcheon-gun","충청북도 옥천군",43730,0.573470443461963,0.57120072188505
"156","Chungbuk Eumseong-gun","충청북도 음성군",43770,0.548262426585185,0.549495199020826
"157","Chungbuk Jecheon-si","충청북도 제천시",43150,0.550315500702094,0.572040538181341
"158","Chungbuk Jeungpyeong-gun","충청북도 증평군",43745,0.477323461637143,0.451723506555559
"159","Chungbuk Jincheon-gun","충청북도 진천군",43750,0.51430436501446,0.533853110689873
"160","Chungbuk Cheongju-si","충청북도 청주시",43110,0.492606570741366,0.482566957939307
"161","Chungbuk Chungju-si","충청북도 충주시",43130,0.535424224591661,0.54759534179412
